name,url
Exploring user security and privacy attitudes and concerns toward the use of {General-Purpose}{LLM} chatbots for mental health,https://www.usenix.org/conference/usenixsecurity25/presentation/kwesi
The Impact Loneliness and Isolation has on Individuals with Mobility Limitations,nan
A Family-History Based Conversational AI System Using LLM,https://ieeexplore.ieee.org/abstract/document/10827365/
Exploring the effect of attachment on technology addiction to generative AI chatbots: A structural equation modeling analysis,https://www.tandfonline.com/doi/abs/10.1080/10447318.2024.2426029
Measuring perceived empathy in generative AI in the context of mental health applications,https://tru.arcabc.ca/node/4791
A Conversational Interaction Framework Using Large Language Models for Personalized Elderly Care,https://ieeexplore.ieee.org/abstract/document/10930020/
Self-chats from large language models make small emotional support chatbot better,https://ink.library.smu.edu.sg/sis_research/9239/
AN EXAMINATION OF THE IMPACT OF HUMAN-AI CHATBOT INTIMACY (HCI) ON THE MENTAL HEALTH FUNCTIONING OF USERS AND POLICY IMPLICATIONS.,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=2153683X&AN=186305458&h=Cu9VS36WpcLfL2lXbUNcpMBFY%2FM1cVE0qpnj6IB9%2Bifp7CdMfWj8v7pVnbeBXEpE%2FjpwX9SRXYo%2BXRUOdjIkGA%3D%3D&crl=c
Exploratory study: the Impact of AI Literacy Training on the Perception of Anthropomorphism and Trust in Conversational AI,https://research.tue.nl/files/335721461/Master_Thesis_Geert_Wood.pdf
Enhancing mental health support through human-ai collaboration: Toward secure and empathetic ai-enabled chatbots,https://ieeexplore.ieee.org/abstract/document/11050703/
Misinformation reloaded? Fears about the impact of generative AI on misinformation are overblown,https://ora.ox.ac.uk/objects/uuid:bfa56657-6e42-4839-876f-26eabd9807b3
Unmasking digital falsehoods: A comparative analysis of LLM-based misinformation detection strategies,https://ieeexplore.ieee.org/abstract/document/11020217/
"Generative AI and disinformation: recent advances, challenges, and opportunities",https://lirias.kuleuven.be/retrieve/758830
Durably reducing conspiracy beliefs through dialogues with AI,https://www.science.org/doi/abs/10.1126/science.adq1814
Dialogues with large language models reduce conspiracy beliefs even when the AI is perceived as human,https://academic.oup.com/pnasnexus/article-abstract/4/11/pgaf325/8285733
Hallucination as disinformation: The role of LLMs in amplifying conspiracy theories and fake news,http://sciencespress.com/index.php/JACAIDMS/article/view/14
Can LLM-generated misinformation be detected: A study on Cyber Threat Intelligence,https://www.sciencedirect.com/science/article/pii/S0167739X25001724
Mapping the Impact of Generative AI on Disinformation: Insights from a Scoping Review,https://www.mdpi.com/2304-6775/13/3/33
The longtail impact of generative ai on disinformation: Harmonizing dichotomous perspectives,https://ieeexplore.ieee.org/abstract/document/10702034/
Stochastic lies: How LLM-powered chatbots deal with Russian disinformation about the war in Ukraine,https://misinforeview.hks.harvard.edu/article/stochastic-lies-how-llm-powered-chatbots-deal-with-russian-disinformation-about-the-war-in-ukraine/
The thin line between conspiracy theories and opinion: Why humans and AI struggle to differentiate them,https://ijoc.org/index.php/ijoc/article/view/22182
Artificial intelligence and increasing misinformation,https://www.cambridge.org/core/journals/the-british-journal-of-psychiatry/article/artificial-intelligence-and-increasing-misinformation/DCCE0EB214E3D375A3006AA69FFB210D
Combating misinformation in the age of llms: Opportunities and challenges,https://onlinelibrary.wiley.com/doi/abs/10.1002/aaai.12188
Model attribution in llm-generated disinformation: A domain generalization approach with supervised contrastive learning,https://ieeexplore.ieee.org/abstract/document/10722818/
AI for Combatting Mis/Disinformation,https://econtent.hogrefe.com/doi/full/10.1027/1864-1105/a000480
Is ChatGPT a friend or foe in the war on misinformation? A South African perspective,https://journals.co.za/doi/abs/10.36615/jcsa.v42i2.2437
Impact of misinformation from generative AI on user information processing: How people understand misinformation from generative AI,https://journals.sagepub.com/doi/abs/10.1177/14614448241234040
"The dark side of LLM-powered chatbots: misinformation, biases, content moderation challenges in political retrievald",https://research-repository.rmit.edu.au/articles/journal_contribution/THE_DARK_SIDE_OF_LLM-POWERED_CHATBOTS_MISINFORMATION_BIASES_CONTENT_MODERATION_CHALLENGES_IN_POLITICAL_INFORMATION_RETRIEVAL/30007384
"Generative AI in the Era of 'Alternative Facts,'",https://scholar.archive.org/work/4kbg5ntghvh5zb2fvetuzedwzy/access/wayback/https://mit-genai.pubpub.org/pub/cnks7gwl/download/pdf
Unraveling public conspiracy theories toward ChatGPT in China: A critical discourse analysis of Weibo posts,https://www.tandfonline.com/doi/abs/10.1080/08838151.2023.2275603
Generative AI and Disinformation| Echoes of Doubt: Exposure to Information About Generative AI Decreases Believability of News,https://ijoc.org/index.php/ijoc/article/view/24772
Exploring generative AI in the misinformation Era: Impacts as a misinformation source and fact-checker on belief in the information,https://www.sciencedirect.com/science/article/pii/S073658532500070X
Generative AI and Disinformation| Parental Perceptions of Dynamic Exchanges of Human Papillomavirus Vaccine Misinformation and Corrections From AI Checkers …,https://ijoc.org/index.php/ijoc/article/view/24429
Large-Language-Model-Powered Agent-Based Framework for Misinformation and Disinformation Research,https://www.computer.org/csdl/api/v1/periodical/mags/sp/5555/01/10492674/1VSc5O0EJ2g/download-article/pdf
Large language models (LLMs) and the institutionalization of misinformation,https://www.cell.com/trends/cognitive-sciences/abstract/S1364-6613(24)00221-3
Fact-checking information from large language models can decrease headline discernment,https://www.pnas.org/doi/abs/10.1073/pnas.2322823121
Yours Truly: A Credibility Framework for Effortless LLM-powered Fact Checking,https://ieeexplore.ieee.org/abstract/document/10807167/
Disinformation Researchers Raise Alarms About AI Chatbots.,https://go.gale.com/ps/i.do?id=GALE%7CA736373175&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=22699740&p=AONE&sw=w
Assessing the system-instruction vulnerabilities of large language models to malicious conversion into health disinformation chatbots,https://www.acpjournals.org/doi/abs/10.7326/ANNALS-24-03933
"LLMs grooming or data voids? LLM-powered chatbot references to Kremlin disinformation reflect information gaps, not manipulation",https://misinforeview.hks.harvard.edu/article/llms-grooming-or-data-voids-llm-powered-chatbot-references-to-kremlin-disinformation-reflect-information-gaps-not-manipulation/
Misinformation Correction in the Age of Generative Ai: Evaluating User Responses to Health Information Delivered by Chatgpt,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5393504
The origin of public concerns over AI supercharging misinformation in the 2024 US presidential election,https://misinforeview.hks.harvard.edu/article/the-origin-of-public-concerns-over-ai-supercharging-misinformation-in-the-2024-u-s-presidential-election/
"Deepfakes, misinformation, and disinformation in the era of frontier AI, generative AI, and large AI models",https://ieeexplore.ieee.org/abstract/document/10401723/
Detection of Fake News in Romanian: LLM-Based Approaches to COVID-19 Misinformation,https://www.mdpi.com/2078-2489/16/9/796
A Step Towards Modern Disinformation Detection: Novel Methods for Detecting LLM-Generated Text,https://ieeexplore.ieee.org/abstract/document/10773838/
The generative illusion: how ChatGPT-like AI tools could reinforce misinformation and mistrust in public health communication,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2025.1683498/abstract
Large language model (LLM)-powered chatbots fail to generate guideline-consistent content on resuscitation and may provide potentially harmful advice,https://www.cambridge.org/core/journals/prehospital-and-disaster-medicine/article/large-language-model-llmpowered-chatbots-fail-to-generate-guidelineconsistent-content-on-resuscitation-and-may-provide-potentially-harmful-advice/A5C656E31E741D5AB9881B1EA17F4309
Generative AI and Disinformation|(Generative) AI and Disinformation—Introduction,https://ijoc.org/index.php/ijoc/article/view/26088
"The Dark Side Of Llm-Powered Chatbots: Misinformation, Biases, Content Moderation Challenges In Political Information Retrieval",https://www.diva-portal.org/smash/get/diva2:1937762/FULLTEXT01.pdf
Navigating the web of disinformation and misinformation: Large language models as double-edged swords,https://ieeexplore.ieee.org/abstract/document/10540581/
An Audit and Analysis of LLM-Assisted Health Misinformation Jailbreaks Against LLMs,https://ojs.aaai.org/index.php/AIES/article/view/36630
Generative AI and Disinformation| Defining the Role (s) of AI in Disinformation Research—A Systematic Review,https://ijoc.org/index.php/ijoc/article/view/24780
Silver lining in the fake news cloud: Can large language models help detect misinformation?,https://ieeexplore.ieee.org/abstract/document/10631663/
Generative AI and Disinformation| Unveiling Disinformation Narratives With AI: Collaborative Insights from Fact-Checkers and Computer Scientists' Work in Analyzing …,https://ijoc.org/index.php/ijoc/article/view/24778
"The silence of the LLMs: Cross-lingual analysis of political bias and false information prevalence in ChatGPT, Google Bard, and Bing Chat",nan
Large-language-model-powered agent-based framework for misinformation and disinformation research: opportunities and open challenges,https://ieeexplore.ieee.org/abstract/document/10492674/
"Automating untruths: ChatGPT, self-managed medication abortion, and the threat of misinformation in a post-Roe world",https://www.frontiersin.org/journals/digital-health/articles/10.3389/fdgth.2024.1287186/full
Generative AI and Disinformation| A Beacon of Trustworthiness in a Sea of Disinformation: Does News Coverage About the Dangers of Generative AI Cause People to …,https://ijoc.org/index.php/ijoc/article/view/24773
"Current safeguards, risk mitigation, and transparency measures of large language models against the generation of health disinformation: repeated cross sectional …",https://www.bmj.com/content/384/bmj-2023-078538.abstract
The media literacy dilemma: can ChatGPT facilitate the discernment of online health misinformation?,https://www.frontiersin.org/journals/communication/articles/10.3389/fcomm.2024.1487213/full
Generative artificial intelligence and misinformation acceptance: An experimental test of the effect of forewarning about artificial intelligence hallucination,https://www.liebertpub.com/doi/abs/10.1089/cyber.2024.0407
Generative propaganda: Evidence of AI's impact from a state-backed disinformation campaign,https://academic.oup.com/pnasnexus/article-abstract/4/4/pgaf083/8097936
"Using ChatGPT to fight misinformation: ChatGPT nails 72% of 12,000 verified claims",https://files.osf.io/v1/resources/qnjkf/providers/osfstorage/642b16668ef65b31d2429f1b?format=pdf&action=download&direct&version=1
How and for whom using generative AI affects creativity: A field experiment.,https://psycnet.apa.org/record/2026-29702-001
A framework for collaborating a large language model tool in brainstorming for triggering creative thoughts,https://www.sciencedirect.com/science/article/pii/S1871187125000045
Towards human-AI-collaboration in brainstorming: Empirical insights into the perception of working with a generative AI,https://aisel.aisnet.org/ecis2023_rp/429/
Human‐AI Co‐Creativity: Does ChatGPT Make Us More Creative?,https://onlinelibrary.wiley.com/doi/abs/10.1002/jocb.70022
The Impact of Generative AI on Creativity in Software Development: A Research Agenda,https://repository.tudelft.nl/record/uuid:654cc995-a65e-4b2b-b258-e52d8871e235
Generative AI enhances individual creativity but reduces the collective diversity of novel content,https://www.science.org/doi/abs/10.1126/sciadv.adn5290
Large Language Models show both individual and collective creativity comparable to humans,https://www.sciencedirect.com/science/article/pii/S1871187125001191
Homogenizing effect of large language model on creativity: An empirical comparison of human and ChatGPT writing,https://search.proquest.com/openview/415b41c47f0e5e98b417656339ac1c89/1?pq-origsite=gscholar&cbl=18750&diss=y
The cybernetic teammate: A field experiment on generative AI reshaping teamwork and expertise,https://www.nber.org/papers/w33641
ChatGPT decreases idea diversity in brainstorming,https://www.nature.com/articles/s41562-025-02173-x
"If ChatGPT can do it, where is my creativity? generative AI boosts performance but diminishes experience in creative writing",https://www.sciencedirect.com/science/article/pii/S2949882125000246
Creative scar without generative AI: Individual creativity fails to sustain while homogeneity keeps climbing,https://www.sciencedirect.com/science/article/pii/S0160791X25002775
Stimulating Brainstorming Activities with Generative AI in Higher Education,https://ieeexplore.ieee.org/abstract/document/11016340/
Is Chatgpt a menace for creative writing ability? An experiment,https://onlinelibrary.wiley.com/doi/abs/10.1111/jcal.12929
AI4Design: A generative AI-based system to improve creativity in design–A field evaluation,https://www.sciencedirect.com/science/article/pii/S2666920X25000414
Large language model in creative work: The role of collaboration modality and user expertise,https://pubsonline.informs.org/doi/abs/10.1287/mnsc.2023.03014
Is artificial intelligence more creative than humans?: ChatGPT and the divergent association task,https://learningletters.org/index.php/learn/article/view/13
Can ChatGPT enhance business student creativity? Evidence from a randomised controlled trial,https://www.tandfonline.com/doi/abs/10.1080/03075079.2025.2515512
ChatGPT and the future of academic writing: Enhancing productivity and creativity,https://jecir.com/index.php/jecir/article/view/4
Unlocking creativity with artificial intelligence (AI): Field and experimental evidence on the Goldilocks (curvilinear) effect of human–AI collaboration.,https://psycnet.apa.org/record/2026-72026-001
Generative AI as a disrupter of creativity,https://www.elgaronline.com/edcollchap/book/9781035326020/book-part-9781035326020-19.xml
The crowdless future? Generative AI and creative problem-solving,https://pubsonline.informs.org/doi/abs/10.1287/orsc.2023.18430
“The Cat Sat on the…?” Why Generative AI Has Limited Creativity,https://onlinelibrary.wiley.com/doi/abs/10.1002/jocb.70077
The Metrics That Matter: Rethinking How We Measure Co-Creation with Generative AI for Creative Writing,https://repositories.lib.utexas.edu/items/b0d13574-4de8-45d7-967a-f1deb50470f4
Brainstorming with a Generative Language Model: Understanding Performance Through Brainstorming Group Effects,https://aisel.aisnet.org/ecis2024/track06_humanaicollab/track06_humanaicollab/1/
The role of generative AI in human creative processes: Experimental evidence,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4676053
Homogenizing effect of large language models (LLMs) on creative diversity: An empirical comparison of human and ChatGPT writing,https://www.sciencedirect.com/science/article/pii/S294988212500091X
A Study on the Influence of CHATGPT Usage on Human Cognitive Thinking and Creativity.,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09701052&AN=180917641&h=d8XgHcFx4Dz5ohvtR58XMz5LzvUdbESxcHV4hr6FZfdt63V8pXI%2F7z0Sk43Bx3BDef%2B5x7BW2xuYqYYS9tY0CQ%3D%3D&crl=c
"Who Is the Best Helper for University Students' Mathematical Creativity? A Quasi‐Experimental Study of Human–ChatGPT, Human–Google, and Human–Human Co …",https://onlinelibrary.wiley.com/doi/abs/10.1002/cae.70100
Artificial muses: Generative artificial intelligence chatbots have risen to human-level creativity,https://www.sciencedirect.com/science/article/pii/S2713374523000250
Harnessing generative AI for collaborative creativity: A study of university students' engagement and innovation,https://www.researchgate.net/profile/Badri-Abdulhakim-Mudhsh/publication/391941894_Harnessing_generative_AI_for_collaborative_creativity_A_study_of_university_students'_engagement_and_innovation/links/682de4f9026fee1034f9e1e7/Harnessing-generative-AI-for-collaborative-creativity-A-study-of-university-students-engagement-and-innovation.pdf
"Writing, creativity, and artificial intelligence: ChatGPT in the university context.",https://eric.ed.gov/?id=EJ1407056
Large language Model AI guided creative writing Co-creation in secondary schools,https://www.tandfonline.com/doi/abs/10.1080/00405841.2025.2528551
Creativity in the AI Era: Humans vs. ChatGPT in Unprompted Playful Language Tasks.,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=26326779&AN=185336779&h=Cu8JJD%2FrZyD%2BkhS0%2FRpEl6Q6U3t36soJG0W%2F2iVtEkTPPvAyFkCrdQE0nNSE4zrqG5wnObEYHUksX0NG7ssPQw%3D%3D&crl=c
Integrating Generative AI Into Design Thinking: Assessing Impact on Creativity and Innovation in STEM Education,https://ieeexplore.ieee.org/abstract/document/11016312/
How generative AI can augment human creativity,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4759930
Can artificial intelligence support creativity in early design processes?,https://journals.sagepub.com/doi/abs/10.1177/14780771241254637
The paradox of artificial creativity: Challenges and opportunities of generative AI artistry,https://www.tandfonline.com/doi/abs/10.1080/10400419.2024.2354622
Artificial intelligence & creativity: A manifesto for collaboration,https://onlinelibrary.wiley.com/doi/abs/10.1002/jocb.597
Hybrid ideas of artificial intelligence and human: Growth of creativity in college educational programs.,https://psycnet.apa.org/record/2025-87867-001
Exploring Poetic Creativity in Large Language Models: A Dynamic Multi-Agent Framework for Poem Generation,https://www.techrxiv.org/doi/full/10.36227/techrxiv.172349511.19939559
Interactional co-creativity of human and AI in analogy-based design,https://www.researchgate.net/profile/Michael-Muller-12/publication/372060667_Interactional_Co-Creativity_of_Human_and_AI_in_Analogy-Based_Design/links/64a33f8c8de7ed28ba7235b3/Interactional-Co-Creativity-of-Human-and-AI-in-Analogy-Based-Design.pdf
Large language model for creative writing and article generation,https://www.researchgate.net/profile/Mubarak-Altamimi/publication/380262942_Large_Language_Model_for_Creative_Writing_and_Article_Generation/links/6632854e352430415357f072/Large-Language-Model-for-Creative-Writing-and-Article-Generation.pdf
“Augmented Brainstorming with AI”–Research Approach for Identifying Design Criteria for Improved Collaborative Idea Generation Between Humans and AI,https://ebooks.iospress.nl/volumearticle/63361
"Exploring the influence of student interaction with ChatGPT on critical thinking, problem solving, and creativity",https://www.researchgate.net/profile/Yousef-Qawqzeh-4/publication/379671307_Exploring_the_Influence_of_Student_Interaction_with_ChatGPT_on_Critical_Thinking_Problem_Solving_and_Creativity/links/661d0ed0f7d3fc2874631725/Exploring-the-Influence-of-Student-Interaction-with-ChatGPT-on-Critical-Thinking-Problem-Solving-and-Creativity.pdf
Switching perspectives on generative artificial intelligence: A design view for humans-generative AI co-creativity,https://minesparis-psl.hal.science/hal-04520521/document
AI plus other technologies? The impact of ChatGPT and creativity support systems on individual creativity,https://aisel.aisnet.org/icis2023/aiinbus/aiinbus/1/
Generative AI in the Workplace: Effects on Employee Efficiency and Performance,https://aaltodoc.aalto.fi/items/7861009a-7714-4c9b-8141-81b82c21477f
Experimental evidence on the productivity effects of generative artificial intelligence,https://www.science.org/doi/abs/10.1126/science.adh2586
AI Assistants in the Workplace: Goal-Oriented Recommendations Using LLM,https://revistaaihc.mx/index.php/aihc/article/view/140
Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement.,https://eric.ed.gov/?id=EJ1459877
Generative AI: driving productivity and scientific breakthroughs in pharmaceutical R&D,https://www.sciencedirect.com/science/article/pii/S1359644624003970
Effectiveness of LLM-based AI Assistance for small business productivity,https://www.researchsquare.com/article/rs-6481789/latest
Investigating a customized generative AI chatbot for automated essay scoring in a disciplinary writing task,https://www.sciencedirect.com/science/article/pii/S1075293525000467
Change is always permanent: the role of ChatGPT on knowledge workers' productivity and innovative behavior,https://www.emerald.com/jkm/article-abstract/doi/10.1108/JKM-01-2025-0091/1299995
Advancements and Applications of Generative Artificial Intelligence and show the Experimental Evidence on the Productivity Effects using Generative Artificial …,https://philpapers.org/rec/SAKAAA-5
The impact of generative AI on employment and labor productivity,https://search.proquest.com/openview/ef4a16ccdd3ada374a981a60edf32f2a/1?pq-origsite=gscholar&cbl=36534
Measuring the impact of AI on information worker productivity,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4648686
Transforming boundaries: how does ChatGPT change knowledge work?,https://www.emerald.com/jbs/article/45/3/214/191219
Trusting in generative AI: Catalyst for employee performance and engagement in the workplace,https://www.tandfonline.com/doi/abs/10.1080/10447318.2024.2388482
Enhancing Trust in LLM Chatbots for Workplace Support Through User Experience Design and Prompt Engineering,https://books.google.com/books?hl=en&lr=&id=8WYREQAAQBAJ&oi=fnd&pg=PA139&dq=(%22LLM%22+OR+%22large+language+model%22+OR+%22generative+AI%22+OR+%22ChatGPT%22+OR+%22AI+chatbot%22)+AND+(%22productivity%22+OR+%22workplace%22+OR+%22knowledge+work%22+OR+%22task+performance%22+OR+%22professional+writing%22+OR+%22writing+task%22+OR+%22essay+writing%22+OR+%22writing+assistant%22+OR+%22writing+assistance%22+OR+%22writing+skills%22+OR+%22cognitive+load%22+OR+%22cognitive+debt%22+OR+%22metacognition%22+OR+%22metacognitive%22+OR+%22self-regulated+learning%22+OR+%22learning+outcomes%22+OR+%22learning+engagement%22+OR+%22student+engagement%22+OR+%22academic+engagement%22+OR+%22AI+tutor%22+OR+%22tutor%22+OR+%22homework+tutor%22+OR+%22mathematics%22+OR+%22high+school+math%22+OR+%22programming%22+OR+%22programming+assignment%22+OR+%22compiler+error%22+OR+%22automated+assessment%22+OR+%22feedback%22+OR+%22reading+comprehension%22+OR+%22note-taking%22+OR+%22memory+retention%22+OR+%22critical+thinking%22+OR+%22higher+education%22+OR+%22EFL+writing%22+OR+%22assistive+technology%22+OR+%22visual+disability%22+OR+%22GitHub+Copilot%22+OR+%22Copilot%22)&ots=NBGVzDYajU&sig=PmlbT9qJ8B65ITSbILPFRJBNAS4
Can generative artificial intelligence productivity tools support workplace learning? A qualitative study on employee perceptions in a multinational corporation,https://www.emerald.com/insight/content/doi/10.1108/jwl-11-2024-0258/full/html
Generative AI for Productivity in Industry and Education.,https://www.researchgate.net/profile/Ali-Emrouznejad/publication/379909992_COMPLEXIS_2024_Proceedings_of_the_9th_International_Conference_on_Complexity_Future_Information_Systems_and_Risk/links/662186f0f7d3fc28746d02b0/COMPLEXIS-2024-Proceedings-of-the-9th-International-Conference-on-Complexity-Future-Information-Systems-and-Risk.pdf#page=139
Assessing the Impact of ChatGPT on EFL Students' Writing Productivity and Proficiency,https://search.proquest.com/openview/35665f25b9bef7188aa4640c6b78843a/1?pq-origsite=gscholar&cbl=136091
Enhancing efficiency in scientific writing in the field of plant growing: Collaborating with AI assistant ChatGPT for enhanced productivity.,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=23675144&AN=174270159&h=9u7t6p2mNeKpN7MPrLQKdPxRTk%2Fxq3653nEe5B5s3XzwI4hG%2F4VZkM07sdya8QX%2FBY1GMxbpzWANkfc1xj0eig%3D%3D&crl=c
From virtual assistant to writing mentor: Exploring the impact of a ChatGPT-based writing instruction protocol on EFL teachers' self-efficacy and learners' writing skill,https://journals.sagepub.com/doi/abs/10.1177/13621688241239764
HELP ME CHATGPT! WHAT WAYS DOES CHATGPT INFLUENCE STUDENTS'PRODUCTIVITY AND CREATIVITY IN ENGLISH ACADEMIC WRITING?,http://ojs.jurnalbk.com/index.php/educatum/article/view/65
Interacting with ChatGPT in essay writing: A study of L2 learners' task motivation,https://www.cambridge.org/core/journals/recall/article/interacting-with-chatgpt-in-essay-writing-a-study-of-l2-learners-task-motivation/720D0AD1F515BDD36E44713A73B8EF3D
"Unleashing pre-service language teachers' productivity with generative AI: Emotions, appraisal and coping strategies",https://www.sciencedirect.com/science/article/pii/S0747563224002851
"Learning, teaching, and assessment with generative artificial intelligence: towards a plateau of productivity",https://www.tandfonline.com/doi/full/10.1080/23735082.2023.2264086
Utilizing ChatGPT to improve the productivity of nursing students in higher education,https://www.researchgate.net/profile/Ahmed-Alkhaqani/publication/376807456_Utilizing_ChatGPT_to_Improve_the_Productivity_of_Nursing_Students_in_Higher_Education/links/658986040bb2c7472b0fb825/Utilizing-ChatGPT-to-Improve-the-Productivity-of-Nursing-Students-in-Higher-Education.pdf
Generative AI in education: To embrace it or not?,https://www.ijabe.org/index.php/ijabe/article/view/8486/0
Analyzing the role of ChatGPT as a writing assistant at higher education level: A systematic review of the literature,https://www.cedtech.net/article/analyzing-the-role-of-chatgpt-as-a-writing-assistant-at-higher-education-level-a-systematic-review-13605
Dear Diary: A randomized controlled trial of Generative AI coding tools in the workplace,https://ieeexplore.ieee.org/abstract/document/11121735/
EFL secondary students' use of ChatGPT for writing task completion pathways,https://www.tandfonline.com/doi/abs/10.1080/00220671.2025.2510382
Ironies of generative AI: understanding and mitigating productivity loss in Human-AI interaction,https://www.tandfonline.com/doi/abs/10.1080/10447318.2024.2405782
AI in the workplace: Examining the effects of ChatGPT on information support and knowledge acquisition,https://www.tandfonline.com/doi/abs/10.1080/10447318.2023.2278283
Understanding the impact of an organisational LLM agent on the collaborative practices of knowledge work,https://www.researchsquare.com/article/rs-7601582/latest
Human-artificial intelligence collaboration in the modern workplace: Maximizing productivity and transforming job roles,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5057414
Enhancing Writing Skills through ChatGPT: an Experimental Study in the Context of Ergonomics,https://www.ceeol.com/search/article-detail?id=1222879
Conversational artificial intelligence in the workplace: Analysing the impact of ChatGPT on users' perceived self-efficacy,https://ieeexplore.ieee.org/abstract/document/10551239/
From efficiency to innovation: Llm 5.0 and the future of industry,https://ieeexplore.ieee.org/abstract/document/10894335/
